TPLsp_append,OrganismType,SpeciesAuthor,Kingdom,Phylum,Class,Order,Family,SpeciesAccepted,Taxonomic.status,TPLsp
Tetraneuris herbacea,Herbaceous perennial,Hymenoxys_herbacea,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Tetraneuris herbacea,Accepted,Tetraneuris herbacea
Hyparrhenia diplandra,Herbaceous perennial,Hyparrhenia_diplandra,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hyparrhenia diplandra,Accepted,Hyparrhenia diplandra
Hypericum cumulicola,Herbaceous perennial,Hypericum_cumulicola,Plantae,Magnoliophyta,Magnoliopsida,Theales,Hypericaceae,Hypericum cumulicola,Accepted,Hypericum cumulicola
Hypericum cumulicola,Herbaceous perennial,Hypericum_cumulicola_2,Plantae,Magnoliophyta,Magnoliopsida,Theales,Hypericaceae,Hypericum cumulicola,Accepted,Hypericum cumulicola
Hypochaeris radicata,Herbaceous perennial,Hypochaeris_radicata,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Hypochaeris radicata,Unresolved,Hypochaeris radicata
Hypochaeris radicata,Herbaceous perennial,Hypochaeris_radicata_2,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris radicata,Unresolved,Hypochaeris radicata
Hypochaeris radicata,Herbaceous perennial,Hypochaeris_radicata_3,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris radicata,Unresolved,Hypochaeris radicata
Ipomoea leptophylla,Herbaceous perennial,Ipomoea_leptophylla,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea leptophylla,Accepted,Ipomoea leptophylla
Ipomopsis aggregata,Herbaceous perennial,Ipomopsis_aggregata,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis aggregata,Accepted,Ipomopsis aggregata
Ipomopsis tenuituba,Herbaceous perennial,Ipomopsis_tenuituba,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis tenuituba,Accepted,Ipomopsis tenuituba
Iris germanica,Herbaceous perennial,Iris_germanica,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Iridaceae,Iris germanica,Accepted,Iris germanica
Iris hexagona,Herbaceous perennial,Iris_hexagona,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Iridaceae,Iris hexagona,Accepted,Iris hexagona
Iris pseudacorus,Herbaceous perennial,Iris_pseudacorus,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Iridaceae,Iris pseudacorus,Accepted,Iris pseudacorus
Isatis tinctoria,Herbaceous perennial,Isatis_tinctoria,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Isatis tinctoria,Accepted,Isatis tinctoria
Isotria medeoloides,Herbaceous perennial,Isotria_medeoloides,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Isotria medeoloides,Accepted,Isotria medeoloides
Jacobaea vulgaris,Herbaceous perennial,Jacobaea_vulgaris,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Jacobaea vulgaris,Accepted,Jacobaea vulgaris
Jurinea fontqueri,Herbaceous perennial,Jurinea_fontqueri,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Jurinea fontqueri,Unresolved,Jurinea fontqueri
Knautia arvensis,Herbaceous perennial,Knautia_arvensis,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Dipsacaceae,Knautia arvensis,Accepted,Knautia arvensis
Koeleria macrantha,Herbaceous perennial,Koeleria_macrantha,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria macrantha,Accepted,Koeleria macrantha
Kosteletzkya pentacarpos,Herbaceous perennial,Kosteletzkya_pentacarpos,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Kosteletzkya pentacarpos,Accepted,Kosteletzkya pentacarpos
Kunkeliella subsucculenta,Herbaceous perennial,Kunkeliella_subsucculenta,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,Kunkeliella subsucculenta,Unresolved,Kunkeliella subsucculenta
Lactuca virosa,Herbaceous perennial,Lactuca_virosa,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Lactuca virosa,Accepted,Lactuca virosa
Laserpitium longiradium,Herbaceous perennial,Laserpitium_longiradium,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Laserpitium longiradium,Accepted,Laserpitium longiradium
Lathyrus vernus,Herbaceous perennial,Lathyrus_vernus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lathyrus vernus,Accepted,Lathyrus vernus
Lechea cernua,Herbaceous perennial,Lechea_cernua,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Lechea cernua,Accepted,Lechea cernua
Lechea deckertii,Herbaceous perennial,Lechea_deckertii,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Lechea deckertii,Accepted,Lechea deckertii
Lemna minor,Herbaceous perennial,Lemna_minor,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna minor,Accepted,Lemna minor
Leontodon taraxacoides,Herbaceous perennial,Leontodon_taraxacoides,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon taraxacoides,Accepted,Leontodon taraxacoides
Leontopodium nivale,Herbaceous perennial,Leontopodium_alpinum,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Leontopodium nivale alpinum,Accepted,Leontopodium nivale
Lepanthes rupestris,Herbaceous perennial,Lepanthes_rupestris,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes rupestris,Accepted,Lepanthes rupestris
Lepanthes rupestris,Herbaceous perennial,Lepanthes_rupestris_2,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes rupestris,Accepted,Lepanthes rupestris
Lepidium davisii,Herbaceous perennial,Lepidium_davisii,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium davisii,Accepted,Lepidium davisii
Leptocoryphium lanatum,Herbaceous perennial,Leptocoryphium_lanatum,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Leptocoryphium lanatum,Accepted,Leptocoryphium lanatum
Lespedeza juncea,Herbaceous perennial,Lespedeza_cuneata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lespedeza juncea sericea,Accepted,Lespedeza juncea
Lespedeza virginica,Herbaceous perennial,Lespedeza_virginica,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lespedeza virginica,Accepted,Lespedeza virginica
Physaria ovalifolia,Herbaceous perennial,Lesquerella_ovalifolia,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Physaria ovalifolia,Accepted,Physaria ovalifolia
Physaria ovalifolia,Herbaceous perennial,Lesquerella_ovalifolia_2,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Physaria ovalifolia,Accepted,Physaria ovalifolia
Liatris cylindracea,Herbaceous perennial,Liatris_cylindracea,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Liatris cylindracea,Accepted,Liatris cylindracea
Liatris scariosa,Herbaceous perennial,Liatris_scariosa,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Liatris scariosa,Accepted,Liatris scariosa
Ligularia sibirica,Herbaceous perennial,Ligularia_sibirica,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Ligularia sibirica,Accepted,Ligularia sibirica
Limonium carolinianum,Herbaceous perennial,Limonium_carolinianum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium carolinianum,Accepted,Limonium carolinianum
Limonium delicatulum,Herbaceous perennial,Limonium_delicatulum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium delicatulum,Accepted,Limonium delicatulum
Limonium erectum,Herbaceous perennial,Limonium_erectum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium erectum,Unresolved,Limonium erectum
Limonium geronense,Herbaceous perennial,Limonium_geronense,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium geronense,Unresolved,Limonium geronense
Limonium malacitanum,Herbaceous perennial,Limonium_malacitanum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium malacitanum,Unresolved,Limonium malacitanum
Linum catharticum,Herbaceous perennial,Linum_catharticum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Linaceae,Linum catharticum,Accepted,Linum catharticum
Linum flavum,Herbaceous perennial,Linum_flavum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Linaceae,Linum flavum,Accepted,Linum flavum
Linum tenuifolium,Herbaceous perennial,Linum_tenuifolium,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Linaceae,Linum tenuifolium,Accepted,Linum tenuifolium
Lithospermum ruderale,Herbaceous perennial,Lithospermum_ruderale,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Lithospermum ruderale,Accepted,Lithospermum ruderale
Lobelia boykinii,Herbaceous perennial,Lobelia_boykinii,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia boykinii,Accepted,Lobelia boykinii
Lobularia maritima,Herbaceous perennial,Lobularia_maritima,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia maritima,Accepted,Lobularia maritima
Lomatium bradshawii,Herbaceous perennial,Lomatium_bradshawii,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium bradshawii,Accepted,Lomatium bradshawii
Lomatium bradshawii,Herbaceous perennial,Lomatium_bradshawii_2,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium bradshawii,Accepted,Lomatium bradshawii
Lomatium cookii,Herbaceous perennial,Lomatium_cookii,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium cookii,Accepted,Lomatium cookii
Lotus arinagensis,Herbaceous perennial,Lotus_arinagensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lotus arinagensis,Accepted,Lotus arinagensis
Lotus corniculatus,Herbaceous perennial,Lotus_corniculatus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lotus corniculatus,Accepted,Lotus corniculatus
Lupinus lepidus,Herbaceous perennial,Lupinus_lepidus_var._lobii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lupinus lepidus,Accepted,Lupinus lepidus
Lupinus polyphyllus,Herbaceous perennial,Lupinus_polyphyllus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus polyphyllus,Accepted,Lupinus polyphyllus
Lupinus tidestromii,Herbaceous perennial,Lupinus_tidestromii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lupinus tidestromii,Accepted,Lupinus tidestromii
Lupinus tidestromii,Herbaceous perennial,Lupinus_tidestromii_2,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus tidestromii,Accepted,Lupinus tidestromii
Lythrum salicaria,Herbaceous perennial,Lythrum_salicaria,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum salicaria,Accepted,Lythrum salicaria
Mimulus cardinalis,Herbaceous perennial,Mimulus_cardinalis,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Phrymaceae,Mimulus cardinalis,Accepted,Mimulus cardinalis
Mimulus guttatus,Herbaceous perennial,Mimulus_guttatus,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Phrymaceae,Mimulus guttatus,Accepted,Mimulus guttatus
Mimulus guttatus,Herbaceous perennial,Mimulus_guttatus_2,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Phrymaceae,Mimulus guttatus,Accepted,Mimulus guttatus
Mimulus lewisii,Herbaceous perennial,Mimulus_lewisii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Phrymaceae,Mimulus lewisii,Accepted,Mimulus lewisii
Minuartia obtusiloba,Herbaceous perennial,Minuartia_obtusiloba,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Minuartia obtusiloba,Accepted,Minuartia obtusiloba
Miscanthus giganteus,Herbaceous perennial,Miscanthus_giganteus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Miscanthus giganteus,Accepted,Miscanthus giganteus
Molinia caerulea,Herbaceous perennial,Molinia_caerulea,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Molinia caerulea,Accepted,Molinia caerulea
Molinia caerulea,Herbaceous perennial,Molinia_caerulea_2,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Molinia caerulea,Accepted,Molinia caerulea
Murdannia simplex,Herbaceous perennial,Murdannia_simplex,Plantae,Magnoliophyta,Liliopsida,Commelinales,Commelinaceae,Murdannia simplex,Accepted,Murdannia simplex
Narcissus poeticus,Herbaceous perennial,Narcissus_poeticus,Plantae,Magnoliophyta,Liliopsida,Liliales,Amaryllidaceae,Narcissus poeticus,Accepted,Narcissus poeticus
Narcissus pseudonarcissus,Herbaceous perennial,Narcissus_pseudonarcissus,Plantae,Magnoliophyta,Liliopsida,Liliales,Amaryllidaceae,Narcissus pseudonarcissus,Accepted,Narcissus pseudonarcissus
Nardostachys jatamansi,Herbaceous perennial,Nardostachys_grandiflora,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Nardostachys jatamansi,Accepted,Nardostachys jatamansi
Nassella trichotoma,Herbaceous perennial,Nassella_trichotoma,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Nassella trichotoma,Accepted,Nassella trichotoma
Nassella viridula,Herbaceous perennial,Nassella_viridula,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Nassella viridula,Accepted,Nassella viridula
Neotinea ustulata,Herbaceous perennial,Neotinea_ustulata,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Neotinea ustulata,Accepted,Neotinea ustulata
Oenothera californica,Herbaceous perennial,Oenothera_californica_subsp._avita,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera californica,Accepted,Oenothera californica
Oenothera deltoides,Herbaceous perennial,Oenothera_deltoides,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera deltoides,Accepted,Oenothera deltoides
Oenothera glazioviana,Herbaceous perennial,Oenothera_glazioviana,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera glazioviana,Accepted,Oenothera glazioviana
Onopordum illyricum,Herbaceous perennial,Onopordum_illyricum,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Onopordum illyricum,Accepted,Onopordum illyricum
Ophrys sphegodes,Herbaceous perennial,Ophrys_sphegodes,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys sphegodes,Accepted,Ophrys sphegodes
Ophrys sphegodes,Herbaceous perennial,Ophrys_sphegodes_2,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys sphegodes,Accepted,Ophrys sphegodes
Orchis purpurea,Herbaceous perennial,Orchis_purpurea,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Orchis purpurea,Accepted,Orchis purpurea
Oxalis acetosella,Herbaceous perennial,Oxalis_acetosella,Plantae,Magnoliophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis acetosella,Accepted,Oxalis acetosella
Oxytropis jabalambrensis,Herbaceous perennial,Oxytropis_jabalambrensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Oxytropis jabalambrensis,Accepted,Oxytropis jabalambrensis
Paeonia officinalis,Herbaceous perennial,Paeonia_officinalis,Plantae,Magnoliophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia officinalis,Accepted,Paeonia officinalis
Panax quinquefolius,Herbaceous perennial,Panax_quinquefolius,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Panax quinquefolius,Accepted,Panax quinquefolius
Panax quinquefolius,Herbaceous perennial,Panax_quinquefolius_2,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Panax quinquefolius,Accepted,Panax quinquefolius
Panax quinquefolius,Herbaceous perennial,Panax_quinquefolius_3,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Panax quinquefolius,Accepted,Panax quinquefolius
Panax quinquefolius,Herbaceous perennial,Panax_quinquefolius_4,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Panax quinquefolius,Accepted,Panax quinquefolius
Panax quinquefolius,Herbaceous perennial,Panax_quinquefolius_5,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Panax quinquefolius,Accepted,Panax quinquefolius
Parolinia glabriuscula,Herbaceous perennial,Parolinia_glabriuscula,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Parolinia glabriuscula,Unresolved,Parolinia glabriuscula
Paronychia jamesii,Herbaceous perennial,Paronychia_jamesii,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia jamesii,Accepted,Paronychia jamesii
Paronychia jamesii,Herbaceous perennial,Paronychia_jamesii_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia jamesii,Accepted,Paronychia jamesii
Paronychia pulvinata,Herbaceous perennial,Paronychia_pulvinata,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia pulvinata,Accepted,Paronychia pulvinata
Pedicularis furbishiae,Herbaceous perennial,Pedicularis_furbishiae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Orobanchaceae,Pedicularis furbishiae,Accepted,Pedicularis furbishiae
Pedicularis lanceolata,Herbaceous perennial,Pedicularis_lanceolata,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Orobanchaceae,Pedicularis lanceolata,Accepted,Pedicularis lanceolata
Psoralea esculenta,Herbaceous perennial,Pediomelum_esculentum,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Psoralea esculenta,Accepted,Psoralea esculenta
Penstemon haydenii,Herbaceous perennial,Penstemon_haydenii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon haydenii,Accepted,Penstemon haydenii
Periandra mediterranea,Herbaceous perennial,Periandra_mediterranea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Periandra mediterranea,Accepted,Periandra mediterranea
Silene glaucifolia,Herbaceous perennial,Petrocoptis_pseudoviscosa,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene glaucifolia pseudoviscosa,Accepted,Silene glaucifolia
Silene glaucifolia,Herbaceous perennial,Petrocoptis_pseudoviscosa_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene glaucifolia pseudoviscosa,Accepted,Silene glaucifolia
Phaseolus lunatus,Herbaceous perennial,Phaseolus_lunatus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Phaseolus lunatus,Accepted,Phaseolus lunatus
Phyllospadix scouleri,Herbaceous perennial,Phyllospadix_scouleri,Plantae,Magnoliophyta,Liliopsida,Alismatales,Zosteraceae,Phyllospadix scouleri,Accepted,Phyllospadix scouleri
Phyllospadix serrulatus,Herbaceous perennial,Phyllospadix_serrulatus,Plantae,Magnoliophyta,Liliopsida,Alismatales,Zosteraceae,Phyllospadix serrulatus,Accepted,Phyllospadix serrulatus
Picris hieracioides,Herbaceous perennial,Picris_hieracioides,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Picris hieracioides,Accepted,Picris hieracioides
Pimpinella saxifraga,Herbaceous perennial,Pimpinella_saxifraga,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella saxifraga,Accepted,Pimpinella saxifraga
Pinguicula alpina,Herbaceous perennial,Pinguicula_alpina,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula alpina,Accepted,Pinguicula alpina
Pinguicula ionantha,Herbaceous perennial,Pinguicula_ionantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula ionantha,Accepted,Pinguicula ionantha
Pinguicula villosa,Herbaceous perennial,Pinguicula_villosa,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula villosa,Accepted,Pinguicula villosa
Pinguicula vulgaris,Herbaceous perennial,Pinguicula_vulgaris,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula vulgaris,Accepted,Pinguicula vulgaris
Piriqueta cistoides,Herbaceous perennial,Piriqueta_caroliniana,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Turneraceae,Piriqueta caroliniana,Synonym,Piriqueta cistoides
Pityopsis aspera,Herbaceous perennial,Pityopsis_aspera,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Pityopsis aspera aspera,Synonym,Pityopsis aspera
Pityopsis aspera,Herbaceous perennial,Pityopsis_aspera_var._aspera,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Pityopsis aspera aspera,Synonym,Pityopsis aspera
Plantago coronopus,Herbaceous perennial,Plantago_coronopus,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago coronopus,Accepted,Plantago coronopus
Plantago coronopus,Herbaceous perennial,Plantago_coronopus_2,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago coronopus,Accepted,Plantago coronopus
Plantago lanceolata,Herbaceous perennial,Plantago_lanceolata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago lanceolata,Accepted,Plantago lanceolata
Plantago lanceolata,Herbaceous perennial,Plantago_lanceolata_2,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago lanceolata,Accepted,Plantago lanceolata
Plantago lanceolata,Herbaceous perennial,Plantago_lanceolata_3,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago lanceolata,Accepted,Plantago lanceolata
Plantago major,Herbaceous perennial,Plantago_major,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago major,Accepted,Plantago major
Plantago maritima,Herbaceous perennial,Plantago_maritima,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago maritima,Accepted,Plantago maritima
Plantago media,Herbaceous perennial,Plantago_media,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago media,Accepted,Plantago media
